Species,Site,Point,Visit,Year,Distance,Status,Age,RestorationState,Observer,Temp,CloudCover,WindSpeed,PointCattail,JulianDay,TimeAfterSunrise,Area
YHBL,South Twin Lake,STWIN4,A,Year2,NA,Not restored,0,Not restored,1,22.7,1,0.0,0,15,97,231.9
YHBL,South Twin Lake,STWIN4,B,Year2,NA,Not Restored,0,Not restored,2,28.4,0,4.9,0,35,266,231.9
YHBL,South Twin Lake,STWIN5,A,Year1,NA,Not restored,0,Not restored,1,23.3,0,5.5,100,8,317,231.9
YHBL,South Twin Lake,STWIN5,B,Year1,15,Not restored,0,Not restored,1,16.8,0,0.0,100,31,11,231.9
YHBL,South Twin Lake,STWIN5,B,Year1,15,Not restored,0,Not restored,1,16.8,0,0.0,100,31,11,231.9
YHBL,South Twin Lake,STWIN5,B,Year1,12,Not restored,0,Not restored,1,16.8,0,0.0,100,31,11,231.9
YHBL,South Twin Lake,STWIN5,A,Year2,150,Not restored,0,Not restored,1,22.9,1,2.5,15,15,270,231.9
YHBL,South Twin Lake,STWIN5,B,Year2,NA,Not Restored,0,Not restored,2,28.6,0,0.0,80,35,305,231.9
YHBL,Trumbull Lake,TRUM1,A,Year1,71,Restored,4,1-5 years,2,22.6,0,3.4,60,16,181,470.1
YHBL,Trumbull Lake,TRUM1,A,Year1,40,Restored,4,1-5 years,2,22.6,0,3.4,60,16,181,470.1
YHBL,Trumbull Lake,TRUM1,A,Year1,70,Restored,4,1-5 years,2,22.6,0,3.4,60,16,181,470.1
YHBL,Trumbull Lake,TRUM1,B,Year1,8,Restored,4,1-5 years,2,22.2,1,1.4,75,43,-12,470.1
YHBL,Trumbull Lake,TRUM1,B,Year1,50,Restored,4,1-5 years,2,22.2,1,1.4,75,43,-12,470.1
YHBL,Trumbull Lake,TRUM1,B,Year1,15,Restored,4,1-5 years,2,22.2,1,1.4,75,43,-12,470.1
YHBL,Trumbull Lake,TRUM1,B,Year1,53,Restored,4,1-5 years,2,22.2,1,1.4,75,43,-12,470.1
YHBL,Trumbull Lake,TRUM1,B,Year1,15,Restored,4,1-5 years,2,22.2,1,1.4,75,43,-12,470.1
YHBL,Trumbull Lake,TRUM1,A,Year2,17,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
YHBL,Trumbull Lake,TRUM1,A,Year2,24,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
YHBL,Trumbull Lake,TRUM1,A,Year2,34,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
YHBL,Trumbull Lake,TRUM1,A,Year2,12,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
YHBL,Trumbull Lake,TRUM1,A,Year2,58,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
YHBL,Trumbull Lake,TRUM1,A,Year2,18,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
YHBL,Trumbull Lake,TRUM1,A,Year2,21,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
YHBL,Trumbull Lake,TRUM1,A,Year2,18,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
YHBL,Trumbull Lake,TRUM1,B,Year2,10,Restored,5,1-5 years,1,23.0,0,14.0,55,45,380,470.1
YHBL,Trumbull Lake,TRUM2,A,Year1,75,Restored,4,1-5 years,2,27.1,1,1.3,5,16,318,470.1
YHBL,Trumbull Lake,TRUM2,A,Year1,150,Restored,4,1-5 years,2,27.1,1,1.3,5,16,318,470.1
YHBL,Trumbull Lake,TRUM2,A,Year1,150,Restored,4,1-5 years,2,27.1,1,1.3,5,16,318,470.1
YHBL,Trumbull Lake,TRUM2,A,Year1,70,Restored,4,1-5 years,2,27.1,1,1.3,5,16,318,470.1
YHBL,Trumbull Lake,TRUM2,A,Year1,60,Restored,4,1-5 years,2,27.1,1,1.3,5,16,318,470.1
YHBL,Trumbull Lake,TRUM2,A,Year1,40,Restored,4,1-5 years,2,27.1,1,1.3,5,16,318,470.1
YHBL,Trumbull Lake,TRUM2,B,Year1,26,Restored,4,1-5 years,2,22.1,1,4.4,30,38,199,470.1
YHBL,Trumbull Lake,TRUM2,B,Year1,19,Restored,4,1-5 years,2,22.1,1,4.4,30,38,199,470.1
YHBL,Trumbull Lake,TRUM2,B,Year1,22,Restored,4,1-5 years,2,22.1,1,4.4,30,38,199,470.1
YHBL,Trumbull Lake,TRUM2,B,Year1,30,Restored,4,1-5 years,2,22.1,1,4.4,30,38,199,470.1
YHBL,Trumbull Lake,TRUM2,B,Year1,18,Restored,4,1-5 years,2,22.1,1,4.4,30,38,199,470.1
YHBL,Trumbull Lake,TRUM2,A,Year2,30,Restored,5,1-5 years,2,15.0,0,6.0,25,24,199,470.1
YHBL,Trumbull Lake,TRUM2,B,Year2,81,Restored,5,1-5 years,1,20.5,0,9.0,25,45,148,470.1
YHBL,Trumbull Lake,TRUM3,A,Year1,150,Restored,4,1-5 years,2,26.3,0,1.1,80,16,390,470.1
YHBL,Trumbull Lake,TRUM3,B,Year1,NA,Restored,4,1-5 years,2,21.1,0,0.0,75,38,300,470.1
YHBL,Trumbull Lake,TRUM3,A,Year2,NA,Restored,5,1-5 years,2,17.5,0,0.0,60,24,285,470.1
YHBL,Trumbull Lake,TRUM3,B,Year2,NA,Restored,5,1-5 years,1,20.7,1,0.5,65,45,-27,470.1
YHBL,Trumbull Lake,TRUM4,A,Year1,9,Restored,4,1-5 years,2,18.2,0,0.0,95,21,67,470.1
YHBL,Trumbull Lake,TRUM4,A,Year1,35,Restored,4,1-5 years,2,18.2,0,0.0,95,21,67,470.1
YHBL,Trumbull Lake,TRUM4,B,Year1,NA,Restored,4,1-5 years,2,18.1,0,0.0,90,38,6,470.1
YHBL,Trumbull Lake,TRUM4,A,Year2,75,Restored,5,1-5 years,2,13.3,0,1.6,50,24,72,470.1
YHBL,Trumbull Lake,TRUM4,A,Year2,50,Restored,5,1-5 years,2,13.3,0,1.6,50,24,72,470.1
YHBL,Trumbull Lake,TRUM4,A,Year2,40,Restored,5,1-5 years,2,13.3,0,1.6,50,24,72,470.1
YHBL,Trumbull Lake,TRUM4,A,Year2,35,Restored,5,1-5 years,2,13.3,0,1.6,50,24,72,470.1
YHBL,Trumbull Lake,TRUM4,B,Year2,NA,Restored,5,1-5 years,1,21.6,0,11.0,65,45,248,470.1
YHBL,Trumbull Lake,TRUM5,A,Year1,10,Restored,4,1-5 years,2,19.0,0,0.0,95,21,-11,470.1
YHBL,Trumbull Lake,TRUM5,A,Year1,9,Restored,4,1-5 years,2,19.0,0,0.0,95,21,-11,470.1
YHBL,Trumbull Lake,TRUM5,A,Year1,8,Restored,4,1-5 years,2,19.0,0,0.0,95,21,-11,470.1
YHBL,Trumbull Lake,TRUM5,A,Year1,20,Restored,4,1-5 years,2,19.0,0,0.0,95,21,-11,470.1
YHBL,Trumbull Lake,TRUM5,B,Year1,28,Restored,4,1-5 years,2,20.0,0,0.0,75,38,87,470.1
YHBL,Trumbull Lake,TRUM5,B,Year1,30,Restored,4,1-5 years,2,20.0,0,0.0,75,38,87,470.1
YHBL,Trumbull Lake,TRUM5,A,Year2,8,Restored,5,1-5 years,2,15.2,0,2.6,75,24,111,470.1
YHBL,Trumbull Lake,TRUM5,A,Year2,8,Restored,5,1-5 years,2,15.2,0,2.6,75,24,111,470.1
YHBL,Trumbull Lake,TRUM5,A,Year2,20,Restored,5,1-5 years,2,15.2,0,2.6,75,24,111,470.1
YHBL,Trumbull Lake,TRUM5,B,Year2,20,Restored,5,1-5 years,1,23.3,0,12.5,85,45,284,470.1
YHBL,Twelve Mile Lake,12M1,A,Year1,NA,Not restored,0,Not restored,2,17.0,1,2.8,0,8,18,89.5
YHBL,Twelve Mile Lake,12M1,B,Year1,NA,Not restored,0,Not restored,2,20.2,1,7.4,0,27,69,89.5
YHBL,Twelve Mile Lake,12M1,A,Year2,NA,Not Restored,0,Not restored,2,19.3,1,6.5,0,23,17,89.5
YHBL,Twelve Mile Lake,12M1,B,Year2,NA,Not Restored,0,Not restored,1,20.8,1,6.3,0,46,89,89.5
YHBL,Twelve Mile Lake,12M2,A,Year1,78,Not restored,0,Not restored,2,21.4,1,2.2,0,8,275,89.5
YHBL,Twelve Mile Lake,12M2,A,Year1,74,Not restored,0,Not restored,2,21.4,1,2.2,0,8,275,89.5
YHBL,Twelve Mile Lake,12M2,A,Year1,96,Not restored,0,Not restored,2,21.4,1,2.2,0,8,275,89.5
YHBL,Twelve Mile Lake,12M2,A,Year1,50,Not restored,0,Not restored,2,21.4,1,2.2,0,8,275,89.5
YHBL,Twelve Mile Lake,12M2,B,Year1,NA,Not restored,0,Not restored,2,21.8,1,7.3,5,27,263,89.5
YHBL,Twelve Mile Lake,12M2,A,Year2,16,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
YHBL,Twelve Mile Lake,12M2,A,Year2,15,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
YHBL,Twelve Mile Lake,12M2,A,Year2,154,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
YHBL,Twelve Mile Lake,12M2,B,Year2,30,Not Restored,0,Not restored,1,23.5,0,3.4,5,46,288,89.5
YHBL,Twelve Mile Lake,12M3,A,Year1,NA,Not restored,0,Not restored,2,16.3,1,1.1,0,8,-8,89.5
YHBL,Twelve Mile Lake,12M3,B,Year1,NA,Not restored,0,Not restored,2,19.6,1,5.6,0,27,95,89.5
YHBL,Twelve Mile Lake,12M3,A,Year2,NA,Not Restored,0,Not restored,2,18.7,1,5.4,0,23,-4,89.5
YHBL,Twelve Mile Lake,12M3,B,Year2,NA,Not Restored,0,Not restored,1,20.9,1,10.8,0,46,65,89.5
YHBL,Twelve Mile Lake,12M4,A,Year1,NA,Not restored,0,Not restored,2,17.1,1,1.4,0,8,86,89.5
YHBL,Twelve Mile Lake,12M4,B,Year1,NA,Not restored,0,Not restored,2,21.5,1,1.1,0,27,2,89.5
YHBL,Twelve Mile Lake,12M4,A,Year2,NA,Not Restored,0,Not restored,2,16.8,1,9.9,0,23,79,89.5
YHBL,Twelve Mile Lake,12M4,B,Year2,NA,Not Restored,0,Not restored,1,21.6,0,7.0,0,46,155,89.5
YHBL,Twelve Mile Lake,12M5,A,Year1,NA,Not restored,0,Not restored,2,19.9,1,0.1,0,8,184,89.5
YHBL,Twelve Mile Lake,12M5,B,Year1,NA,Not restored,0,Not restored,2,21.8,1,3.5,0,27,177,89.5
YHBL,Twelve Mile Lake,12M5,A,Year2,NA,Not Restored,0,Not restored,2,22.8,2,3.4,0,22,306,89.5
YHBL,Twelve Mile Lake,12M5,B,Year2,NA,Not Restored,0,Not restored,1,21.4,0,10.7,0,46,-16,89.5
YHBL,Ventura Marsh,VEN1,A,Year1,NA,Restored,4,1-5 years,1,25.1,0,4.2,100,16,406,206.8
YHBL,Ventura Marsh,VEN1,B,Year1,149,Restored,4,1-5 years,1,17.1,0,0.0,100,33,5,206.8
YHBL,Ventura Marsh,VEN1,A,Year2,NA,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
YHBL,Ventura Marsh,VEN1,B,Year2,5,Restored,5,1-5 years,2,23.8,2,0.0,100,49,162,206.8
YHBL,Ventura Marsh,VEN2,A,Year1,53,Restored,4,1-5 years,1,22.2,0,3.7,85,16,319,206.8
YHBL,Ventura Marsh,VEN2,A,Year1,76,Restored,4,1-5 years,1,22.2,0,3.7,85,16,319,206.8
YHBL,Ventura Marsh,VEN2,A,Year1,5,Restored,4,1-5 years,1,22.2,0,3.7,85,16,319,206.8
YHBL,Ventura Marsh,VEN2,A,Year1,8,Restored,4,1-5 years,1,22.2,0,3.7,85,16,319,206.8
YHBL,Ventura Marsh,VEN2,A,Year1,71,Restored,4,1-5 years,1,22.2,0,3.7,85,16,319,206.8
YHBL,Ventura Marsh,VEN2,B,Year1,27,Restored,4,1-5 years,1,17.3,1,0.0,85,33,96,206.8
YHBL,Ventura Marsh,VEN2,B,Year1,67,Restored,4,1-5 years,1,17.3,1,0.0,85,33,96,206.8
YHBL,Ventura Marsh,VEN2,A,Year2,60,Restored,5,1-5 years,1,18.3,1,2.6,55,21,-8,206.8
YHBL,Ventura Marsh,VEN2,A,Year2,6,Restored,5,1-5 years,1,18.3,1,2.6,55,21,-8,206.8
YHBL,Ventura Marsh,VEN2,A,Year2,5,Restored,5,1-5 years,1,18.3,1,2.6,55,21,-8,206.8
YHBL,Ventura Marsh,VEN2,A,Year2,7,Restored,5,1-5 years,1,18.3,1,2.6,55,21,-8,206.8
YHBL,Ventura Marsh,VEN2,B,Year2,NA,Restored,5,1-5 years,2,24.2,2,1.7,50,49,248,206.8
YHBL,Ventura Marsh,VEN3,A,Year1,75,Restored,4,1-5 years,1,18.1,0,3.9,40,16,-23,206.8
YHBL,Ventura Marsh,VEN3,A,Year1,70,Restored,4,1-5 years,1,18.1,0,3.9,40,16,-23,206.8
YHBL,Ventura Marsh,VEN3,A,Year1,50,Restored,4,1-5 years,1,18.1,0,3.9,40,16,-23,206.8
YHBL,Ventura Marsh,VEN3,A,Year1,31,Restored,4,1-5 years,1,18.1,0,3.9,40,16,-23,206.8
YHBL,Ventura Marsh,VEN3,B,Year1,16,Restored,4,1-5 years,1,21.1,0,6.7,40,33,406,206.8
YHBL,Ventura Marsh,VEN3,A,Year2,37,Restored,5,1-5 years,1,16.9,1,3.7,15,23,63,206.8
YHBL,Ventura Marsh,VEN3,A,Year2,101,Restored,5,1-5 years,1,16.9,1,3.7,15,23,63,206.8
YHBL,Ventura Marsh,VEN3,A,Year2,110,Restored,5,1-5 years,1,16.9,1,3.7,15,23,63,206.8
YHBL,Ventura Marsh,VEN3,A,Year2,86,Restored,5,1-5 years,1,16.9,1,3.7,15,23,63,206.8
YHBL,Ventura Marsh,VEN3,B,Year2,NA,Restored,5,1-5 years,2,24.5,2,8.0,25,49,283,206.8
YHBL,Ventura Marsh,VEN4,A,Year1,152,Restored,4,1-5 years,1,16.5,0,0.0,90,16,67,206.8
YHBL,Ventura Marsh,VEN4,B,Year1,46,Restored,4,1-5 years,1,21.3,0,2.7,90,33,362,206.8
YHBL,Ventura Marsh,VEN4,A,Year2,115,Restored,5,1-5 years,1,18.2,0,3.6,85,23,196,206.8
YHBL,Ventura Marsh,VEN4,B,Year2,NA,Restored,5,1-5 years,2,26.1,2,8.3,50,49,348,206.8
YHBL,Ventura Marsh,VEN5,A,Year1,81,Restored,4,1-5 years,1,18.3,0,4.4,80,16,162,206.8
YHBL,Ventura Marsh,VEN5,B,Year1,12,Restored,4,1-5 years,1,18.8,0,5.0,80,33,286,206.8
YHBL,Ventura Marsh,VEN5,A,Year2,NA,Restored,5,1-5 years,1,17.2,0,2.8,50,23,112,206.8
YHBL,Ventura Marsh,VEN5,B,Year2,NA,Restored,5,1-5 years,2,27.0,2,0.0,100,49,383,206.8
YHBL,Virgin Lake,VL1,A,Year1,20,Restored,5,1-5 years,1,21.8,1,3.1,45,20,260,89.1
YHBL,Virgin Lake,VL1,A,Year1,125,Restored,5,1-5 years,1,21.8,1,3.1,45,20,260,89.1
YHBL,Virgin Lake,VL1,A,Year1,6,Restored,5,1-5 years,1,21.8,1,3.1,45,20,260,89.1
YHBL,Virgin Lake,VL1,A,Year1,7,Restored,5,1-5 years,1,21.8,1,3.1,45,20,260,89.1
YHBL,Virgin Lake,VL1,A,Year1,35,Restored,5,1-5 years,1,21.8,1,3.1,45,20,260,89.1
YHBL,Virgin Lake,VL1,B,Year1,NA,Restored,5,1-5 years,1,19.2,0,0.0,45,39,163,89.1
YHBL,Virgin Lake,VL1,A,Year2,103,Restored,6,6-11 years,1,13.8,0,0.0,10,1,-27,89.1
YHBL,Virgin Lake,VL1,A,Year2,190,Restored,6,6-11 years,1,13.8,0,0.0,10,1,-27,89.1
YHBL,Virgin Lake,VL1,A,Year2,289,Restored,6,6-11 years,1,13.8,0,0.0,10,1,-27,89.1
YHBL,Virgin Lake,VL1,B,Year2,12,Restored,6,6-11 years,2,15.8,1,0.0,45,27,16,89.1
YHBL,Virgin Lake,VL2,A,Year1,NA,Restored,5,1-5 years,1,20.8,0,13.2,0,20,175,89.1
YHBL,Virgin Lake,VL2,B,Year1,97,Restored,5,1-5 years,1,18.0,0,0.0,0,39,-13,89.1
YHBL,Virgin Lake,VL2,A,Year2,55,Restored,6,6-11 years,1,12.6,0,0.0,0,1,10,89.1
YHBL,Virgin Lake,VL2,A,Year2,80,Restored,6,6-11 years,1,12.6,0,0.0,0,1,10,89.1
YHBL,Virgin Lake,VL2,B,Year2,NA,Restored,6,6-11 years,2,17.3,1,0.0,0,27,83,89.1
YHBL,Virgin Lake,VL3,A,Year1,260,Restored,5,1-5 years,1,19.3,0,1.3,50,20,82,89.1
YHBL,Virgin Lake,VL3,B,Year1,NA,Restored,5,1-5 years,1,20.7,0,0.0,45,39,208,89.1
YHBL,Virgin Lake,VL3,A,Year2,91,Restored,6,6-11 years,1,20.7,0,0.0,10,1,286,89.1
YHBL,Virgin Lake,VL3,B,Year2,63,Restored,6,6-11 years,2,17.1,1,1.6,10,27,-8,89.1
YHBL,Virgin Lake,VL3,B,Year2,13,Restored,6,6-11 years,2,17.1,1,1.6,10,27,-8,89.1
YHBL,Virgin Lake,VL4,A,Year1,NA,Restored,5,1-5 years,1,23.8,0,3.7,29,20,360,89.1
YHBL,Virgin Lake,VL4,B,Year1,NA,Restored,5,1-5 years,1,15.9,0,0.0,20,39,65,89.1
YHBL,Virgin Lake,VL4,A,Year2,15,Restored,6,6-11 years,1,12.1,0,0.0,10,1,85,89.1
YHBL,Virgin Lake,VL4,A,Year2,10,Restored,6,6-11 years,1,12.1,0,0.0,10,1,85,89.1
YHBL,Virgin Lake,VL4,A,Year2,52,Restored,6,6-11 years,1,12.1,0,0.0,10,1,85,89.1
YHBL,Virgin Lake,VL4,A,Year2,10,Restored,6,6-11 years,1,12.1,0,0.0,10,1,85,89.1
YHBL,Virgin Lake,VL4,A,Year2,10,Restored,6,6-11 years,1,12.1,0,0.0,10,1,85,89.1
YHBL,Virgin Lake,VL4,B,Year2,75,Restored,6,6-11 years,2,18.7,1,0.0,10,27,111,89.1
YHBL,Virgin Lake,VL4,B,Year2,25,Restored,6,6-11 years,2,18.7,1,0.0,10,27,111,89.1
YHBL,Virgin Lake,VL4,B,Year2,30,Restored,6,6-11 years,2,18.7,1,0.0,10,27,111,89.1
YHBL,Virgin Lake,VL5,A,Year1,57,Restored,5,1-5 years,1,21.0,0,0.0,45,20,-5,89.1
YHBL,Virgin Lake,VL5,A,Year1,39,Restored,5,1-5 years,1,21.0,0,0.0,45,20,-5,89.1
YHBL,Virgin Lake,VL5,A,Year1,63,Restored,5,1-5 years,1,21.0,0,0.0,45,20,-5,89.1
YHBL,Virgin Lake,VL5,B,Year1,102,Restored,5,1-5 years,1,22.0,0,3.5,45,39,284,89.1
YHBL,Virgin Lake,VL5,A,Year2,16,Restored,6,6-11 years,1,20.8,0,0.0,35,1,197,89.1
YHBL,Virgin Lake,VL5,A,Year2,7,Restored,6,6-11 years,1,20.8,0,0.0,35,1,197,89.1
YHBL,Virgin Lake,VL5,A,Year2,50,Restored,6,6-11 years,1,20.8,0,0.0,35,1,197,89.1
YHBL,Virgin Lake,VL5,A,Year2,6,Restored,6,6-11 years,1,20.8,0,0.0,35,1,197,89.1
YHBL,Virgin Lake,VL5,A,Year2,20,Restored,6,6-11 years,1,20.8,0,0.0,35,1,197,89.1
YHBL,Virgin Lake,VL5,A,Year2,15,Restored,6,6-11 years,1,20.8,0,0.0,35,1,197,89.1
YHBL,Virgin Lake,VL5,A,Year2,30,Restored,6,6-11 years,1,20.8,0,0.0,35,1,197,89.1
YHBL,Virgin Lake,VL5,A,Year2,15,Restored,6,6-11 years,1,20.8,0,0.0,35,1,197,89.1
YHBL,Virgin Lake,VL5,B,Year2,60,Restored,6,6-11 years,2,17.7,0,0.0,100,27,211,89.1
YHBL,Virgin Lake,VL5,B,Year2,10,Restored,6,6-11 years,2,17.7,0,0.0,100,27,211,89.1
YHBL,Virgin Lake,VL5,B,Year2,50,Restored,6,6-11 years,2,17.7,0,0.0,100,27,211,89.1
YHBL,West Hottes Lake,WHOTT1,A,Year1,NA,Restored,2,1-5 years,2,21.0,0,5.6,0,20,7,72.6
YHBL,West Hottes Lake,WHOTT1,B,Year1,NA,Restored,2,1-5 years,2,20.8,2,5.3,0,36,106,72.6
YHBL,West Hottes Lake,WHOTT1,A,Year2,150,Restored,3,1-5 years,2,20.0,0,7.4,0,6,164,72.6
YHBL,West Hottes Lake,WHOTT1,A,Year2,92,Restored,3,1-5 years,2,20.0,0,7.4,0,6,164,72.6
YHBL,West Hottes Lake,WHOTT1,A,Year2,228,Restored,3,1-5 years,2,20.0,0,7.4,0,6,164,72.6
YHBL,West Hottes Lake,WHOTT1,B,Year2,93,Restored,3,1-5 years,1,19.0,0,2.7,0,29,90,72.6
YHBL,West Hottes Lake,WHOTT1,B,Year2,87,Restored,3,1-5 years,1,19.0,0,2.7,0,29,90,72.6
YHBL,West Hottes Lake,WHOTT1,B,Year2,250,Restored,3,1-5 years,1,19.0,0,2.7,0,29,90,72.6
YHBL,West Hottes Lake,WHOTT2,A,Year1,NA,Restored,2,1-5 years,2,23.8,0,3.1,0,20,-18,72.6
YHBL,West Hottes Lake,WHOTT2,B,Year1,NA,Restored,2,1-5 years,2,20.5,2,6.4,0,36,84,72.6
YHBL,West Hottes Lake,WHOTT2,A,Year2,15,Restored,3,1-5 years,2,21.4,0,8.6,0,6,193,72.6
YHBL,West Hottes Lake,WHOTT2,A,Year2,200,Restored,3,1-5 years,2,21.4,0,8.6,0,6,193,72.6
YHBL,West Hottes Lake,WHOTT2,A,Year2,237,Restored,3,1-5 years,2,21.4,0,8.6,0,6,193,72.6
YHBL,West Hottes Lake,WHOTT2,A,Year2,227,Restored,3,1-5 years,2,21.4,0,8.6,0,6,193,72.6
YHBL,West Hottes Lake,WHOTT2,A,Year2,186,Restored,3,1-5 years,2,21.4,0,8.6,0,6,193,72.6
YHBL,West Hottes Lake,WHOTT2,B,Year2,159,Restored,3,1-5 years,1,18.7,1,2.7,0,29,63,72.6
YHBL,West Hottes Lake,WHOTT2,B,Year2,150,Restored,3,1-5 years,1,18.7,1,2.7,0,29,63,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year1,9,Restored,2,1-5 years,2,22.8,0,2.9,25,20,179,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year1,4,Restored,2,1-5 years,2,22.8,0,2.9,25,20,179,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year1,4,Restored,2,1-5 years,2,22.8,0,2.9,25,20,179,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year1,9,Restored,2,1-5 years,2,22.8,0,2.9,25,20,179,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year1,9,Restored,2,1-5 years,2,22.8,0,2.9,25,20,179,72.6
YHBL,West Hottes Lake,WHOTT3,B,Year1,15,Restored,2,1-5 years,2,20.1,2,2.1,60,36,8,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year2,13,Restored,3,1-5 years,2,23.3,1,5.8,70,6,263,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year2,13,Restored,3,1-5 years,2,23.3,1,5.8,70,6,263,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year2,155,Restored,3,1-5 years,2,23.3,1,5.8,70,6,263,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year2,63,Restored,3,1-5 years,2,23.3,1,5.8,70,6,263,72.6
YHBL,West Hottes Lake,WHOTT3,A,Year2,11,Restored,3,1-5 years,2,23.3,1,5.8,70,6,263,72.6
YHBL,West Hottes Lake,WHOTT3,B,Year2,30,Restored,3,1-5 years,1,18.1,1,0.0,40,29,-24,72.6
YHBL,West Hottes Lake,WHOTT3,B,Year2,35,Restored,3,1-5 years,1,18.1,1,0.0,40,29,-24,72.6
YHBL,West Hottes Lake,WHOTT3,B,Year2,60,Restored,3,1-5 years,1,18.1,1,0.0,40,29,-24,72.6
YHBL,West Hottes Lake,WHOTT4,A,Year1,NA,Restored,2,1-5 years,2,20.2,0,6.7,0,20,102,72.6
YHBL,West Hottes Lake,WHOTT4,B,Year1,NA,Restored,2,1-5 years,2,21.7,2,4.6,5,36,193,72.6
YHBL,West Hottes Lake,WHOTT4,A,Year2,69,Restored,3,1-5 years,2,20.7,0,4.1,0,6,99,72.6
YHBL,West Hottes Lake,WHOTT4,A,Year2,106,Restored,3,1-5 years,2,20.7,0,4.1,0,6,99,72.6
YHBL,West Hottes Lake,WHOTT4,A,Year2,67,Restored,3,1-5 years,2,20.7,0,4.1,0,6,99,72.6
YHBL,West Hottes Lake,WHOTT4,A,Year2,99,Restored,3,1-5 years,2,20.7,0,4.1,0,6,99,72.6
YHBL,West Hottes Lake,WHOTT4,B,Year2,58,Restored,3,1-5 years,1,21.6,1,2.0,0,29,116,72.6
YHBL,West Hottes Lake,WHOTT4,B,Year2,103,Restored,3,1-5 years,1,21.6,1,2.0,0,29,116,72.6
YHBL,West Hottes Lake,WHOTT5,A,Year1,NA,Restored,2,1-5 years,2,19.4,0,0.0,0,20,74,72.6
YHBL,West Hottes Lake,WHOTT5,B,Year1,NA,Restored,2,1-5 years,2,21.4,2,0.0,10,36,171,72.6
YHBL,West Hottes Lake,WHOTT5,A,Year2,5,Restored,3,1-5 years,2,20.4,0,1.8,0,6,70,72.6
YHBL,West Hottes Lake,WHOTT5,B,Year2,NA,Restored,3,1-5 years,1,21.8,1,0.0,10,29,187,72.6
YHBL,West Slough,WSLO1,A,Year1,NA,Restored,4,1-5 years,2,19.1,1,3.1,5,3,101,21.3
YHBL,West Slough,WSLO1,B,Year1,NA,Restored,4,1-5 years,2,18.3,2,3.2,5,23,98,21.3
YHBL,West Slough,WSLO1,A,Year2,52,Restored,5,1-5 years,2,23.1,0,5.5,0,5,306,21.3
YHBL,West Slough,WSLO1,A,Year2,63,Restored,5,1-5 years,2,23.1,0,5.5,0,5,306,21.3
YHBL,West Slough,WSLO1,A,Year2,43,Restored,5,1-5 years,2,23.1,0,5.5,0,5,306,21.3
YHBL,West Slough,WSLO1,A,Year2,174,Restored,5,1-5 years,2,23.1,0,5.5,0,5,306,21.3
YHBL,West Slough,WSLO1,B,Year2,150,Restored,5,1-5 years,1,21.1,0,8.5,15,31,301,21.3
YHBL,West Slough,WSLO2,A,Year1,NA,Restored,4,1-5 years,2,20.1,1,3.1,0,3,194,21.3
YHBL,West Slough,WSLO2,B,Year1,NA,Restored,4,1-5 years,2,17.4,2,2.8,5,23,0,21.3
YHBL,West Slough,WSLO2,A,Year2,22,Restored,5,1-5 years,2,23.6,0,3.5,10,5,275,21.3
YHBL,West Slough,WSLO2,A,Year2,33,Restored,5,1-5 years,2,23.6,0,3.5,10,5,275,21.3
YHBL,West Slough,WSLO2,B,Year2,250,Restored,5,1-5 years,1,20.5,0,7.6,20,31,378,21.3
YHBL,West Slough,WSLO3,A,Year1,NA,Restored,4,1-5 years,2,19.5,2,3.1,0,3,-1,21.3
YHBL,West Slough,WSLO3,B,Year1,NA,Restored,4,1-5 years,2,20.6,1,1.8,5,23,180,21.3
YHBL,West Slough,WSLO3,A,Year2,50,Restored,5,1-5 years,2,24.4,0,4.5,0,5,366,21.3
YHBL,West Slough,WSLO3,A,Year2,37,Restored,5,1-5 years,2,24.4,0,4.5,0,5,366,21.3
YHBL,West Slough,WSLO3,A,Year2,60,Restored,5,1-5 years,2,24.4,0,4.5,0,5,366,21.3
YHBL,West Slough,WSLO3,B,Year2,NA,Restored,5,1-5 years,1,18.0,0,2.2,15,31,259,21.3
YHBL,West Swan Lake,WSWAN1,A,Year1,NA,Not restored,0,Not restored,2,18.0,0,4.0,1,7,270,333.3
