Species,Site,Point,Visit,Year,Distance,Status,Age,RestorationState,Observer,Temp,CloudCover,WindSpeed,PointCattail,CallNum,JulianDay,TimeAfterSunrise,Area
PBGR,Meredith Marsh,MER1,B,Year2,250,Restored,6,6-11 years,2,26.5,1,0.0,0,1,36,266,19.5
PBGR,Meredith Marsh,MER1,B,Year2,75,Restored,6,6-11 years,2,26.5,1,0.0,0,2,36,266,19.5
PBGR,Meredith Marsh,MER2,A,Year1,120,Restored,5,1-5 years,1,23.5,1,0.0,0,1,12,-15,19.5
PBGR,Meredith Marsh,MER2,B,Year1,NA,Restored,5,1-5 years,1,18.2,1,5.3,0,NA,29,263,19.5
PBGR,Meredith Marsh,MER2,A,Year2,165,Restored,6,6-11 years,1,14.1,1,4.7,0,1,19,73,19.5
PBGR,Meredith Marsh,MER2,A,Year2,250,Restored,6,6-11 years,1,14.1,1,4.7,0,1,19,73,19.5
PBGR,Meredith Marsh,MER2,B,Year2,75,Restored,6,6-11 years,2,26.6,1,3.9,0,2,36,303,19.5
PBGR,Morse Lake,MOR1,A,Year1,NA,Not restored,0,Not restored,1,20.9,0,0.0,2,NA,15,19,52.8
PBGR,Morse Lake,MOR1,B,Year1,NA,Not restored,0,Not restored,1,23.4,1,5.0,2,NA,26,211,52.8
PBGR,Morse Lake,MOR1,A,Year2,NA,Not restored,0,Not restored,1,22.5,1,4.7,0,NA,16,116,52.8
PBGR,Morse Lake,MOR1,B,Year2,NA,Not Restored,0,Not restored,2,21.3,1,2.7,0,NA,43,156,52.8
PBGR,Morse Lake,MOR2,A,Year1,NA,Not restored,0,Not restored,1,16.4,0,7.2,1,NA,4,99,52.8
PBGR,Morse Lake,MOR2,B,Year1,NA,Not restored,0,Not restored,1,23.9,1,0.0,1,NA,26,178,52.8
PBGR,Morse Lake,MOR2,A,Year2,NA,Not restored,0,Not restored,1,22.1,1,3.0,0,NA,16,88,52.8
PBGR,Morse Lake,MOR2,B,Year2,232,Not Restored,0,Not restored,2,19.6,1,5.7,0,4,43,94,52.8
PBGR,Morse Lake,MOR3,A,Year1,NA,Not restored,0,Not restored,1,18.7,0,7.8,40,NA,4,192,52.8
PBGR,Morse Lake,MOR3,B,Year1,NA,Not restored,0,Not restored,1,23,1,0.0,40,NA,26,77,52.8
PBGR,Morse Lake,MOR3,A,Year2,NA,Not restored,0,Not restored,1,19.2,1,1.7,35,NA,16,-13,52.8
PBGR,Morse Lake,MOR3,B,Year2,NA,Not Restored,0,Not restored,2,21.1,1,0.0,40,NA,43,190,52.8
PBGR,Morse Lake,MOR4,A,Year1,NA,Not restored,0,Not restored,1,20.4,0,4.1,0,NA,15,-5,52.8
PBGR,Morse Lake,MOR4,B,Year1,NA,Not restored,0,Not restored,1,21.8,1,4.7,0,NA,26,111,52.8
PBGR,Morse Lake,MOR4,A,Year2,NA,Not restored,0,Not restored,1,21.5,1,6.4,0,NA,16,61,52.8
PBGR,Morse Lake,MOR4,B,Year2,NA,Not Restored,0,Not restored,2,19.8,1,7.2,0,NA,43,73,52.8
PBGR,Pickerel Lake,PICK1,A,Year1,167,Restored,5,1-5 years,1,23.6,0,5.8,35,1,19,210,68.5
PBGR,Pickerel Lake,PICK1,A,Year1,117,Restored,5,1-5 years,1,23.6,0,5.8,35,3,19,210,68.5
PBGR,Pickerel Lake,PICK1,B,Year1,150,Restored,5,1-5 years,2,17.4,1,0.0,45,3,45,83,68.5
PBGR,Pickerel Lake,PICK1,B,Year1,60,Restored,5,1-5 years,2,17.4,1,0.0,45,1,45,83,68.5
PBGR,Pickerel Lake,PICK1,B,Year1,75,Restored,5,1-5 years,2,17.4,1,0.0,45,2,45,83,68.5
PBGR,Pickerel Lake,PICK1,A,Year2,65,Restored,6,6-11 years,1,21.2,0,2.4,10,1,9,193,68.5
PBGR,Pickerel Lake,PICK1,A,Year2,65,Restored,6,6-11 years,1,21.2,0,2.4,10,3,9,193,68.5
PBGR,Pickerel Lake,PICK1,A,Year2,235,Restored,6,6-11 years,1,21.2,0,2.4,10,1,9,193,68.5
PBGR,Pickerel Lake,PICK1,A,Year2,400,Restored,6,6-11 years,1,21.2,0,2.4,10,1,9,193,68.5
PBGR,Pickerel Lake,PICK1,B,Year2,300,Restored,6,6-11 years,2,22,1,0.0,10,1,33,255,68.5
PBGR,Pickerel Lake,PICK1,B,Year2,75,Restored,6,6-11 years,2,22,1,0.0,10,1,33,255,68.5
PBGR,Pickerel Lake,PICK2,A,Year1,48,Restored,5,1-5 years,1,22.2,0,0.0,35,3,19,17,68.5
PBGR,Pickerel Lake,PICK2,A,Year1,81,Restored,5,1-5 years,1,22.2,0,0.0,35,4,19,17,68.5
PBGR,Pickerel Lake,PICK2,A,Year1,127,Restored,5,1-5 years,1,22.2,0,0.0,35,4,19,17,68.5
PBGR,Pickerel Lake,PICK2,B,Year1,72,Restored,5,1-5 years,2,19.8,2,1.1,25,3,45,304,68.5
PBGR,Pickerel Lake,PICK2,B,Year1,70,Restored,5,1-5 years,2,19.8,2,1.1,25,3,45,304,68.5
PBGR,Pickerel Lake,PICK2,A,Year2,300,Restored,6,6-11 years,1,20.1,0,3.7,15,1,9,63,68.5
PBGR,Pickerel Lake,PICK2,A,Year2,143,Restored,6,6-11 years,1,20.1,0,3.7,15,1,9,63,68.5
PBGR,Pickerel Lake,PICK2,B,Year2,200,Restored,6,6-11 years,2,20.2,1,4.0,10,2,33,106,68.5
PBGR,Pickerel Lake,PICK2,B,Year2,300,Restored,6,6-11 years,2,20.2,1,4.0,10,1,33,106,68.5
PBGR,Pickerel Lake,PICK3,A,Year1,285,Restored,5,1-5 years,1,22.2,0,7.1,5,1,19,-22,68.5
PBGR,Pickerel Lake,PICK3,A,Year1,96,Restored,5,1-5 years,1,22.2,0,7.1,5,3,19,-22,68.5
PBGR,Pickerel Lake,PICK3,A,Year1,49,Restored,5,1-5 years,1,22.2,0,7.1,5,1,19,-22,68.5
PBGR,Pickerel Lake,PICK3,A,Year1,44,Restored,5,1-5 years,1,22.2,0,7.1,5,4,19,-22,68.5
PBGR,Pickerel Lake,PICK3,A,Year1,56,Restored,5,1-5 years,1,22.2,0,7.1,5,1,19,-22,68.5
PBGR,Pickerel Lake,PICK3,B,Year1,400,Restored,5,1-5 years,2,18.8,2,1.8,10,2,45,265,68.5
PBGR,Pickerel Lake,PICK3,B,Year1,353,Restored,5,1-5 years,2,18.8,2,1.8,10,4,45,265,68.5
PBGR,Pickerel Lake,PICK3,B,Year1,50,Restored,5,1-5 years,2,18.8,2,1.8,10,3,45,265,68.5
PBGR,Pickerel Lake,PICK3,B,Year1,300,Restored,5,1-5 years,2,18.8,2,1.8,10,2,45,265,68.5
PBGR,Pickerel Lake,PICK3,B,Year1,350,Restored,5,1-5 years,2,18.8,2,1.8,10,3,45,265,68.5
PBGR,Pickerel Lake,PICK3,B,Year1,65,Restored,5,1-5 years,2,18.8,2,1.8,10,2,45,265,68.5
PBGR,Pickerel Lake,PICK3,B,Year1,64,Restored,5,1-5 years,2,18.8,2,1.8,10,2,45,265,68.5
PBGR,Pickerel Lake,PICK3,A,Year2,84,Restored,6,6-11 years,1,18.8,0,3.5,0,1,9,-15,68.5
PBGR,Pickerel Lake,PICK3,A,Year2,94,Restored,6,6-11 years,1,18.8,0,3.5,0,1,9,-15,68.5
PBGR,Pickerel Lake,PICK3,B,Year2,86,Restored,6,6-11 years,2,21.5,2,5.1,0,2,33,9,68.5
PBGR,Pickerel Lake,PICK3,B,Year2,262,Restored,6,6-11 years,2,21.5,2,5.1,0,1,33,9,68.5
PBGR,Pickerel Lake,PICK4,A,Year1,NA,Restored,5,1-5 years,1,23.1,0,4.1,40,NA,19,108,68.5
PBGR,Pickerel Lake,PICK4,B,Year1,25,Restored,5,1-5 years,2,17.1,1,0.0,50,4,45,170,68.5
PBGR,Pickerel Lake,PICK4,B,Year1,24,Restored,5,1-5 years,2,17.1,1,0.0,50,1,45,170,68.5
PBGR,Pickerel Lake,PICK4,A,Year2,30,Restored,6,6-11 years,1,20,0,0.0,45,2,9,105,68.5
PBGR,Pickerel Lake,PICK4,A,Year2,25,Restored,6,6-11 years,1,20,0,0.0,45,1,9,105,68.5
PBGR,Pickerel Lake,PICK4,B,Year2,75,Restored,6,6-11 years,2,21.4,1,4.1,50,1,33,78,68.5
PBGR,Pickerel Lake,PICK4,B,Year2,200,Restored,6,6-11 years,2,21.4,1,4.1,50,1,33,78,68.5
PBGR,Pickerel Lake,PICK5,A,Year1,80,Restored,5,1-5 years,1,26.8,0,1.9,35,3,19,284,68.5
PBGR,Pickerel Lake,PICK5,A,Year1,241,Restored,5,1-5 years,1,26.8,0,1.9,35,1,19,284,68.5
PBGR,Pickerel Lake,PICK5,B,Year1,45,Restored,5,1-5 years,2,15.9,1,0.0,30,1,45,-9,68.5
PBGR,Pickerel Lake,PICK5,A,Year2,56,Restored,6,6-11 years,1,24.6,0,1.3,35,2,9,269,68.5
PBGR,Pickerel Lake,PICK5,A,Year2,86,Restored,6,6-11 years,1,24.6,0,1.3,35,1,9,269,68.5
PBGR,Pickerel Lake,PICK5,B,Year2,50,Restored,6,6-11 years,2,20.7,1,5.9,20,2,33,165,68.5
PBGR,Pickerel Lake,PICK5,B,Year2,200,Restored,6,6-11 years,2,20.7,1,5.9,20,1,33,165,68.5
PBGR,Pickerel Lake,PICK5,B,Year2,50,Restored,6,6-11 years,2,20.7,1,5.9,20,1,33,165,68.5
PBGR,Pickerel Lake,PICK5,B,Year2,50,Restored,6,6-11 years,2,20.7,1,5.9,20,2,33,165,68.5
PBGR,Pickerel Lake,PICK5,B,Year2,200,Restored,6,6-11 years,2,20.7,1,5.9,20,1,33,165,68.5
PBGR,Pleasant Lake,PLEAS1,A,Year1,NA,Not restored,0,Not restored,2,24.5,2,1.7,0,NA,12,15,32.9
PBGR,Pleasant Lake,PLEAS1,B,Year1,NA,Not restored,0,Not restored,2,19.8,1,0.0,0,NA,30,80,32.9
PBGR,Pleasant Lake,PLEAS1,A,Year2,NA,Not restored,0,Not restored,2,27.4,2,5.2,0,NA,11,4,32.9
PBGR,Pleasant Lake,PLEAS1,B,Year2,NA,Not Restored,0,Not restored,1,22.9,1,3.8,0,NA,36,58,32.9
PBGR,Pleasant Lake,PLEAS2,A,Year1,NA,Not restored,0,Not restored,2,24.1,2,2.7,0,NA,12,-13,32.9
PBGR,Pleasant Lake,PLEAS2,B,Year1,NA,Not restored,0,Not restored,2,19.8,1,1.2,0,NA,30,56,32.9
PBGR,Pleasant Lake,PLEAS2,A,Year2,NA,Not restored,0,Not restored,2,26.1,2,10.2,0,NA,11,-28,32.9
PBGR,Pleasant Lake,PLEAS2,B,Year2,NA,Not Restored,0,Not restored,1,22.9,1,3.0,0,NA,36,-4,32.9
PBGR,Pleasant Lake,PLEAS3,A,Year1,NA,Not restored,0,Not restored,2,24,2,0.1,0,NA,12,100,32.9
PBGR,Pleasant Lake,PLEAS3,B,Year1,35,Not restored,0,Not restored,2,21.4,0,0.0,0,1,30,-20,32.9
PBGR,Pleasant Lake,PLEAS3,A,Year2,NA,Not restored,0,Not restored,2,25.6,2,1.2,0,NA,11,83,32.9
PBGR,Pleasant Lake,PLEAS3,B,Year2,NA,Not Restored,0,Not restored,1,22.4,1,3.8,0,NA,36,100,32.9
PBGR,Prairie Lake,PRA1,A,Year1,NA,Not restored,0,Not restored,2,26.9,2,4.8,0,NA,12,211,39.8
PBGR,Prairie Lake,PRA1,B,Year1,NA,Not restored,0,Not restored,2,14.2,1,6.9,0,NA,31,9,39.8
PBGR,Prairie Lake,PRA1,A,Year2,400,Not Restored,0,Not restored,2,23.8,2,0.0,0,1,22,19,39.8
PBGR,Prairie Lake,PRA1,B,Year2,157,Not Restored,0,Not restored,1,22.6,1,2.0,0,4,34,72,39.8
PBGR,Prairie Lake,PRA1,B,Year2,300,Not Restored,0,Not restored,1,22.6,1,2.0,0,1,34,72,39.8
PBGR,Prairie Lake,PRA2,A,Year1,111,Not restored,0,Not restored,2,27.5,2,4.2,20,1,12,187,39.8
PBGR,Prairie Lake,PRA2,B,Year1,150,Not restored,0,Not restored,2,12.9,1,3.2,15,1,31,76,39.8
PBGR,Prairie Lake,PRA2,A,Year2,400,Not Restored,0,Not restored,2,23.8,2,0.0,10,1,22,-2,39.8
PBGR,Prairie Lake,PRA2,B,Year2,155,Not Restored,0,Not restored,1,21.7,1,1.6,15,2,34,6,39.8
PBGR,Prairie Lake,PRA3,A,Year1,200,Not restored,0,Not restored,2,30,1,2.4,40,1,12,377,39.8
PBGR,Prairie Lake,PRA3,A,Year1,350,Not restored,0,Not restored,2,30,1,2.4,40,1,12,377,39.8
PBGR,Prairie Lake,PRA3,B,Year1,NA,Not restored,0,Not restored,2,14.5,1,1.3,65,NA,31,165,39.8
PBGR,Prairie Lake,PRA3,A,Year2,200,Not Restored,0,Not restored,2,22.3,2,5.3,70,1,22,163,39.8
PBGR,Prairie Lake,PRA3,B,Year2,NA,Not Restored,0,Not restored,1,23.6,0,2.0,60,NA,34,172,39.8
PBGR,Prairie Lake,PRA4,A,Year1,NA,Not restored,0,Not restored,2,28.4,2,1.6,20,NA,12,279,39.8
PBGR,Prairie Lake,PRA4,B,Year1,NA,Not restored,0,Not restored,2,16,1,2.7,10,NA,31,-17,39.8
PBGR,Prairie Lake,PRA4,A,Year2,NA,Not Restored,0,Not restored,2,24,2,3.4,15,NA,22,82,39.8
PBGR,Prairie Lake,PRA4,B,Year2,NA,Not Restored,0,Not restored,1,23.1,0,2.0,10,NA,34,95,39.8
PBGR,Rice Lake,RICE1,A,Year1,144,Restored,3,1-5 years,1,25.3,1,2.2,20,1,13,311,388.6
PBGR,Rice Lake,RICE1,B,Year1,NA,Restored,3,1-5 years,1,19.8,2,0.0,20,NA,34,261,388.6
PBGR,Rice Lake,RICE1,A,Year2,NA,Restored,4,1-5 years,1,14.7,0,3.4,30,NA,24,283,388.6
PBGR,Rice Lake,RICE1,B,Year2,NA,Restored,4,1-5 years,2,29.4,1,5.1,25,NA,48,359,388.6
PBGR,Rice Lake,RICE2,A,Year1,11,Restored,3,1-5 years,1,22.4,1,4.0,70,4,13,184,388.6
PBGR,Rice Lake,RICE2,A,Year1,16,Restored,3,1-5 years,1,22.4,1,4.0,70,4,13,184,388.6
PBGR,Rice Lake,RICE2,B,Year1,20,Restored,3,1-5 years,1,19.8,2,0.0,90,2,34,104,388.6
PBGR,Rice Lake,RICE2,B,Year1,68,Restored,3,1-5 years,1,19.8,2,0.0,90,1,34,104,388.6
PBGR,Rice Lake,RICE2,B,Year1,47,Restored,3,1-5 years,1,19.8,2,0.0,90,1,34,104,388.6
PBGR,Rice Lake,RICE2,B,Year1,231,Restored,3,1-5 years,1,19.8,2,0.0,90,1,34,104,388.6
PBGR,Rice Lake,RICE2,A,Year2,60,Restored,4,1-5 years,1,14.6,0,14.9,80,1,24,78,388.6
PBGR,Rice Lake,RICE2,A,Year2,125,Restored,4,1-5 years,1,14.6,0,14.9,80,1,24,78,388.6
PBGR,Rice Lake,RICE2,A,Year2,50,Restored,4,1-5 years,1,14.6,0,14.9,80,1,24,78,388.6
PBGR,Rice Lake,RICE2,B,Year2,75,Restored,4,1-5 years,2,24.2,2,0.0,70,1,48,165,388.6
PBGR,Rice Lake,RICE2,B,Year2,300,Restored,4,1-5 years,2,24.2,2,0.0,70,1,48,165,388.6
PBGR,Rice Lake,RICE2,B,Year2,45,Restored,4,1-5 years,2,24.2,2,0.0,70,1,48,165,388.6
PBGR,Rice Lake,RICE2,B,Year2,50,Restored,4,1-5 years,2,24.2,2,0.0,70,1,48,165,388.6
PBGR,Rice Lake,RICE3,A,Year1,NA,Restored,3,1-5 years,1,21.6,1,7.7,10,NA,13,-11,388.6
PBGR,Rice Lake,RICE3,B,Year1,NA,Restored,3,1-5 years,1,20.5,1,8.2,10,NA,34,362,388.6
PBGR,Rice Lake,RICE3,A,Year2,NA,Restored,4,1-5 years,1,14.4,0,13.2,10,NA,24,109,388.6
PBGR,Rice Lake,RICE3,B,Year2,352,Restored,4,1-5 years,2,26,1,10.6,0,1,48,277,388.6
PBGR,Rice Lake,RICE4,A,Year1,347,Restored,3,1-5 years,1,21.6,1,3.3,5,1,13,95,388.6
PBGR,Rice Lake,RICE4,B,Year1,134,Restored,3,1-5 years,1,18.7,2,0.0,5,2,34,62,388.6
PBGR,Rice Lake,RICE4,A,Year2,123,Restored,4,1-5 years,1,13,0,4.7,0,3,24,-6,388.6
PBGR,Rice Lake,RICE4,A,Year2,263,Restored,4,1-5 years,1,13,0,4.7,0,1,24,-6,388.6
PBGR,Rice Lake,RICE4,A,Year2,313,Restored,4,1-5 years,1,13,0,4.7,0,1,24,-6,388.6
PBGR,Rice Lake,RICE4,A,Year2,68,Restored,4,1-5 years,1,13,0,4.7,0,4,24,-6,388.6
PBGR,Rice Lake,RICE4,B,Year2,NA,Restored,4,1-5 years,2,27.2,1,0.0,0,NA,48,248,388.6
PBGR,Rice Lake,RICE5,A,Year1,NA,Restored,3,1-5 years,1,21.5,1,11.6,0,NA,13,63,388.6
PBGR,Rice Lake,RICE5,B,Year1,NA,Restored,3,1-5 years,1,18.2,2,7.3,0,NA,34,-8,388.6
PBGR,Rice Lake,RICE5,A,Year2,NA,Restored,4,1-5 years,1,14.2,0,10.4,0,NA,24,-33,388.6
PBGR,Rice Lake,RICE5,B,Year2,NA,Restored,4,1-5 years,2,26.5,2,10.3,0,NA,48,185,388.6
PBGR,South Twin Lake,STWIN1,A,Year1,NA,Not restored,0,Not restored,1,15.6,0,5.4,0,NA,8,91,231.9
PBGR,South Twin Lake,STWIN1,B,Year1,NA,Not restored,0,Not restored,1,16.7,0,0.0,0,NA,31,168,231.9
PBGR,South Twin Lake,STWIN1,A,Year2,NA,Not restored,0,Not restored,1,21.2,1,1.7,0,NA,15,68,231.9
PBGR,South Twin Lake,STWIN1,B,Year2,NA,Not Restored,0,Not restored,2,25.7,1,7.2,0,NA,35,203,231.9
PBGR,South Twin Lake,STWIN2,A,Year1,NA,Not restored,0,Not restored,1,16.3,0,9.9,0,NA,8,60,231.9
PBGR,South Twin Lake,STWIN2,B,Year1,NA,Not restored,0,Not restored,1,18.2,0,12.0,0,NA,31,266,231.9
PBGR,South Twin Lake,STWIN2,A,Year2,NA,Not restored,0,Not restored,1,21,1,2.9,0,NA,15,-1,231.9
PBGR,South Twin Lake,STWIN2,B,Year2,NA,Not Restored,0,Not restored,2,24.7,1,3.6,0,NA,35,179,231.9
PBGR,South Twin Lake,STWIN3,A,Year1,NA,Not restored,0,Not restored,1,16.3,0,2.5,0,NA,8,-9,231.9
PBGR,South Twin Lake,STWIN3,B,Year1,NA,Not restored,0,Not restored,1,18.5,0,8.2,0,NA,31,291,231.9
PBGR,South Twin Lake,STWIN3,A,Year2,NA,Not restored,0,Not restored,1,19.5,1,2.2,0,NA,15,-30,231.9
PBGR,South Twin Lake,STWIN3,B,Year2,NA,Not Restored,0,Not restored,2,23.8,1,2.5,0,NA,35,154,231.9
PBGR,South Twin Lake,STWIN4,A,Year1,NA,Not restored,0,Not restored,1,17.4,0,6.9,0,NA,8,160,231.9
PBGR,South Twin Lake,STWIN4,B,Year1,NA,Not restored,0,Not restored,1,18.9,0,12.3,0,NA,31,196,231.9
PBGR,South Twin Lake,STWIN4,A,Year2,NA,Not restored,0,Not restored,1,22.7,1,0.0,0,NA,15,97,231.9
PBGR,South Twin Lake,STWIN4,B,Year2,NA,Not Restored,0,Not restored,2,28.4,0,4.9,0,NA,35,266,231.9
PBGR,South Twin Lake,STWIN5,A,Year1,NA,Not restored,0,Not restored,1,23.3,0,5.5,100,NA,8,317,231.9
PBGR,South Twin Lake,STWIN5,B,Year1,NA,Not restored,0,Not restored,1,16.8,0,0.0,100,NA,31,11,231.9
PBGR,South Twin Lake,STWIN5,A,Year2,NA,Not restored,0,Not restored,1,22.9,1,2.5,15,NA,15,270,231.9
PBGR,South Twin Lake,STWIN5,B,Year2,NA,Not Restored,0,Not restored,2,28.6,0,0.0,80,NA,35,305,231.9
PBGR,Trumbull Lake,TRUM1,A,Year1,400,Restored,4,1-5 years,2,22.6,0,3.4,60,1,16,181,470.1
PBGR,Trumbull Lake,TRUM1,A,Year1,58,Restored,4,1-5 years,2,22.6,0,3.4,60,1,16,181,470.1
PBGR,Trumbull Lake,TRUM1,A,Year1,55,Restored,4,1-5 years,2,22.6,0,3.4,60,3,16,181,470.1
PBGR,Trumbull Lake,TRUM1,B,Year1,30,Restored,4,1-5 years,2,22.2,1,1.4,75,2,43,-12,470.1
PBGR,Trumbull Lake,TRUM1,B,Year1,25,Restored,4,1-5 years,2,22.2,1,1.4,75,2,43,-12,470.1
PBGR,Trumbull Lake,TRUM1,B,Year1,120,Restored,4,1-5 years,2,22.2,1,1.4,75,2,43,-12,470.1
PBGR,Trumbull Lake,TRUM1,A,Year2,200,Restored,5,1-5 years,2,12.5,0,3.0,30,1,24,-11,470.1
PBGR,Trumbull Lake,TRUM1,A,Year2,65,Restored,5,1-5 years,2,12.5,0,3.0,30,1,24,-11,470.1
PBGR,Trumbull Lake,TRUM1,A,Year2,150,Restored,5,1-5 years,2,12.5,0,3.0,30,2,24,-11,470.1
PBGR,Trumbull Lake,TRUM1,B,Year2,144,Restored,5,1-5 years,1,23,0,14.0,55,1,45,380,470.1
PBGR,Trumbull Lake,TRUM2,A,Year1,55,Restored,4,1-5 years,2,27.1,1,1.3,5,3,16,318,470.1
PBGR,Trumbull Lake,TRUM2,A,Year1,65,Restored,4,1-5 years,2,27.1,1,1.3,5,1,16,318,470.1
PBGR,Trumbull Lake,TRUM2,B,Year1,55,Restored,4,1-5 years,2,22.1,1,4.4,30,1,38,199,470.1
PBGR,Trumbull Lake,TRUM2,A,Year2,NA,Restored,5,1-5 years,2,15,0,6.0,25,NA,24,199,470.1
PBGR,Trumbull Lake,TRUM2,B,Year2,45,Restored,5,1-5 years,1,20.5,0,9.0,25,2,45,148,470.1
PBGR,Trumbull Lake,TRUM2,B,Year2,40,Restored,5,1-5 years,1,20.5,0,9.0,25,2,45,148,470.1
PBGR,Trumbull Lake,TRUM3,A,Year1,390,Restored,4,1-5 years,2,26.3,0,1.1,80,3,16,390,470.1
PBGR,Trumbull Lake,TRUM3,B,Year1,NA,Restored,4,1-5 years,2,21.1,0,0.0,75,NA,38,300,470.1
PBGR,Trumbull Lake,TRUM3,A,Year2,NA,Restored,5,1-5 years,2,17.5,0,0.0,60,NA,24,285,470.1
PBGR,Trumbull Lake,TRUM3,B,Year2,NA,Restored,5,1-5 years,1,20.7,1,0.5,65,NA,45,-27,470.1
PBGR,Trumbull Lake,TRUM4,A,Year1,70,Restored,4,1-5 years,2,18.2,0,0.0,95,3,21,67,470.1
PBGR,Trumbull Lake,TRUM4,A,Year1,120,Restored,4,1-5 years,2,18.2,0,0.0,95,1,21,67,470.1
PBGR,Trumbull Lake,TRUM4,A,Year1,60,Restored,4,1-5 years,2,18.2,0,0.0,95,3,21,67,470.1
PBGR,Trumbull Lake,TRUM4,A,Year1,30,Restored,4,1-5 years,2,18.2,0,0.0,95,3,21,67,470.1
PBGR,Trumbull Lake,TRUM4,B,Year1,20,Restored,4,1-5 years,2,18.1,0,0.0,90,1,38,6,470.1
PBGR,Trumbull Lake,TRUM4,B,Year1,21,Restored,4,1-5 years,2,18.1,0,0.0,90,1,38,6,470.1
PBGR,Trumbull Lake,TRUM4,B,Year1,90,Restored,4,1-5 years,2,18.1,0,0.0,90,1,38,6,470.1
PBGR,Trumbull Lake,TRUM4,B,Year1,18,Restored,4,1-5 years,2,18.1,0,0.0,90,1,38,6,470.1
PBGR,Trumbull Lake,TRUM4,B,Year1,22,Restored,4,1-5 years,2,18.1,0,0.0,90,2,38,6,470.1
PBGR,Trumbull Lake,TRUM4,B,Year1,20,Restored,4,1-5 years,2,18.1,0,0.0,90,1,38,6,470.1
PBGR,Trumbull Lake,TRUM4,B,Year1,180,Restored,4,1-5 years,2,18.1,0,0.0,90,1,38,6,470.1
PBGR,Trumbull Lake,TRUM4,A,Year2,50,Restored,5,1-5 years,2,13.3,0,1.6,50,2,24,72,470.1
PBGR,Trumbull Lake,TRUM4,A,Year2,250,Restored,5,1-5 years,2,13.3,0,1.6,50,1,24,72,470.1
PBGR,Trumbull Lake,TRUM4,A,Year2,100,Restored,5,1-5 years,2,13.3,0,1.6,50,1,24,72,470.1
PBGR,Trumbull Lake,TRUM4,A,Year2,50,Restored,5,1-5 years,2,13.3,0,1.6,50,4,24,72,470.1
PBGR,Trumbull Lake,TRUM4,B,Year2,30,Restored,5,1-5 years,1,21.6,0,11.0,65,2,45,248,470.1
PBGR,Trumbull Lake,TRUM4,B,Year2,30,Restored,5,1-5 years,1,21.6,0,11.0,65,2,45,248,470.1
PBGR,Trumbull Lake,TRUM4,B,Year2,35,Restored,5,1-5 years,1,21.6,0,11.0,65,1,45,248,470.1
PBGR,Trumbull Lake,TRUM5,A,Year1,21,Restored,4,1-5 years,2,19,0,0.0,95,3,21,-11,470.1
PBGR,Trumbull Lake,TRUM5,A,Year1,36,Restored,4,1-5 years,2,19,0,0.0,95,3,21,-11,470.1
PBGR,Trumbull Lake,TRUM5,A,Year1,200,Restored,4,1-5 years,2,19,0,0.0,95,1,21,-11,470.1
PBGR,Trumbull Lake,TRUM5,A,Year1,50,Restored,4,1-5 years,2,19,0,0.0,95,3,21,-11,470.1
PBGR,Trumbull Lake,TRUM5,A,Year1,35,Restored,4,1-5 years,2,19,0,0.0,95,3,21,-11,470.1
PBGR,Trumbull Lake,TRUM5,A,Year1,200,Restored,4,1-5 years,2,19,0,0.0,95,1,21,-11,470.1
PBGR,Trumbull Lake,TRUM5,B,Year1,70,Restored,4,1-5 years,2,20,0,0.0,75,1,38,87,470.1
PBGR,Trumbull Lake,TRUM5,B,Year1,180,Restored,4,1-5 years,2,20,0,0.0,75,3,38,87,470.1
PBGR,Trumbull Lake,TRUM5,A,Year2,40,Restored,5,1-5 years,2,15.2,0,2.6,75,2,24,111,470.1
PBGR,Trumbull Lake,TRUM5,A,Year2,400,Restored,5,1-5 years,2,15.2,0,2.6,75,2,24,111,470.1
PBGR,Trumbull Lake,TRUM5,A,Year2,50,Restored,5,1-5 years,2,15.2,0,2.6,75,2,24,111,470.1
PBGR,Trumbull Lake,TRUM5,B,Year2,NA,Restored,5,1-5 years,1,23.3,0,12.5,85,NA,45,284,470.1
PBGR,Twelve Mile Lake,12M1,A,Year1,NA,Not restored,0,Not restored,2,17,1,2.8,0,NA,8,18,89.5
PBGR,Twelve Mile Lake,12M1,B,Year1,NA,Not restored,0,Not restored,2,20.2,1,7.4,0,NA,27,69,89.5
PBGR,Twelve Mile Lake,12M1,A,Year2,NA,Not Restored,0,Not restored,2,19.3,1,6.5,0,NA,23,17,89.5
PBGR,Twelve Mile Lake,12M1,B,Year2,NA,Not Restored,0,Not restored,1,20.8,1,6.3,0,NA,46,89,89.5
PBGR,Twelve Mile Lake,12M2,A,Year1,NA,Not restored,0,Not restored,2,21.4,1,2.2,0,NA,8,275,89.5
PBGR,Twelve Mile Lake,12M2,B,Year1,NA,Not restored,0,Not restored,2,21.8,1,7.3,5,NA,27,263,89.5
PBGR,Twelve Mile Lake,12M2,A,Year2,NA,Not Restored,0,Not restored,2,22.4,2,3.4,0,NA,22,271,89.5
PBGR,Twelve Mile Lake,12M2,B,Year2,NA,Not Restored,0,Not restored,1,23.5,0,3.4,5,NA,46,288,89.5
PBGR,Twelve Mile Lake,12M3,A,Year1,NA,Not restored,0,Not restored,2,16.3,1,1.1,0,NA,8,-8,89.5
PBGR,Twelve Mile Lake,12M3,B,Year1,NA,Not restored,0,Not restored,2,19.6,1,5.6,0,NA,27,95,89.5
